(LAB) (base) ghanaatian@explorer:~/MYFILES/FALL24/Physics$ /home/g/ghanaatian/LAB/bin/python3 /home/g/ghanaatian/MYFILES/FALL24/Physics/12/new2/res.py
Epoch 1/192 | Train Loss: 14.628869 | Val Loss: 13.807031
Epoch 142/192 | Train Loss: 3.409848 | Val Loss: 3.121102
Epoch 143/192 | Train Loss: 3.403314 | Val Loss: 3.114716
Epoch 144/192 | Train Loss: 3.395876 | Val Loss: 3.108444
Epoch 145/192 | Train Loss: 3.385891 | Val Loss: 3.102130
Epoch 146/192 | Train Loss: 3.380426 | Val Loss: 3.095804
Epoch 147/192 | Train Loss: 3.380555 | Val Loss: 3.089492
Epoch 148/192 | Train Loss: 3.371146 | Val Loss: 3.083256
Epoch 149/192 | Train Loss: 3.362300 | Val Loss: 3.076934
Epoch 150/192 | Train Loss: 3.361323 | Val Loss: 3.070648
Epoch 151/192 | Train Loss: 3.352243 | Val Loss: 3.064345
Epoch 152/192 | Train Loss: 3.345958 | Val Loss: 3.058081
Epoch 153/192 | Train Loss: 3.342819 | Val Loss: 3.051809
Epoch 154/192 | Train Loss: 3.335206 | Val Loss: 3.045520
Epoch 155/192 | Train Loss: 3.327419 | Val Loss: 3.039303
Epoch 156/192 | Train Loss: 3.319161 | Val Loss: 3.032974
Epoch 157/192 | Train Loss: 3.333329 | Val Loss: 3.026640
Epoch 158/192 | Train Loss: 3.309905 | Val Loss: 3.020414
Epoch 159/192 | Train Loss: 3.301402 | Val Loss: 3.014089
Epoch 160/192 | Train Loss: 3.296860 | Val Loss: 3.007807
Epoch 161/192 | Train Loss: 3.288120 | Val Loss: 3.001410
Epoch 162/192 | Train Loss: 3.294418 | Val Loss: 2.995098
Epoch 163/192 | Train Loss: 3.277227 | Val Loss: 2.988690
Epoch 164/192 | Train Loss: 3.271137 | Val Loss: 2.982334
Epoch 165/192 | Train Loss: 3.300082 | Val Loss: 2.975989
Epoch 166/192 | Train Loss: 3.258305 | Val Loss: 2.969619
Epoch 167/192 | Train Loss: 3.250773 | Val Loss: 2.963182
Epoch 168/192 | Train Loss: 3.245808 | Val Loss: 2.956760
Epoch 169/192 | Train Loss: 3.470450 | Val Loss: 2.950338
Epoch 170/192 | Train Loss: 3.462529 | Val Loss: 2.943963
Epoch 171/192 | Train Loss: 3.226950 | Val Loss: 2.937507
Epoch 172/192 | Train Loss: 3.217053 | Val Loss: 2.931052
Epoch 173/192 | Train Loss: 3.212656 | Val Loss: 2.924578
Epoch 174/192 | Train Loss: 3.280260 | Val Loss: 2.918030
Epoch 175/192 | Train Loss: 3.200682 | Val Loss: 2.911576
Epoch 176/192 | Train Loss: 3.210612 | Val Loss: 2.905027
Epoch 177/192 | Train Loss: 3.185840 | Val Loss: 2.898518
Epoch 178/192 | Train Loss: 3.180017 | Val Loss: 2.891936
Epoch 179/192 | Train Loss: 3.173545 | Val Loss: 2.885342
Epoch 180/192 | Train Loss: 3.174492 | Val Loss: 2.878717
Epoch 181/192 | Train Loss: 3.164690 | Val Loss: 2.872144
Epoch 182/192 | Train Loss: 3.188685 | Val Loss: 2.865522
Epoch 183/192 | Train Loss: 3.145896 | Val Loss: 2.858878
Epoch 184/192 | Train Loss: 3.140602 | Val Loss: 2.852242
Epoch 185/192 | Train Loss: 3.199087 | Val Loss: 2.845594
Epoch 186/192 | Train Loss: 3.129452 | Val Loss: 2.838916
Epoch 187/192 | Train Loss: 3.122470 | Val Loss: 2.832252
Epoch 188/192 | Train Loss: 3.115467 | Val Loss: 2.825499
Epoch 189/192 | Train Loss: 3.107946 | Val Loss: 2.818775
Epoch 190/192 | Train Loss: 3.100511 | Val Loss: 2.812015
Epoch 191/192 | Train Loss: 3.091863 | Val Loss: 2.805271
Epoch 192/192 | Train Loss: 3.089408 | Val Loss: 2.798491
Test MRE: 0.4818193018436432

--- Model Summary using torchsummary ---
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 307]           3,070
           Sigmoid-2                  [-1, 307]               0
           Sigmoid-3                  [-1, 307]               0
            Linear-4                  [-1, 153]          47,124
           Sigmoid-5                  [-1, 153]               0
           Sigmoid-6                  [-1, 153]               0
            Linear-7                 [-1, 1414]         217,756
            Linear-8                 [-1, 1414]         217,756
            Linear-9                  [-1, 153]         217,872
          Sigmoid-10                  [-1, 153]               0
          Sigmoid-11                  [-1, 153]               0
           Linear-12                  [-1, 307]          47,278
          Sigmoid-13                  [-1, 307]               0
          Sigmoid-14                  [-1, 307]               0
           Linear-15                    [-1, 9]           2,772
================================================================
Total params: 753,628
Trainable params: 753,628
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.04
Params size (MB): 2.87
Estimated Total Size (MB): 2.92
----------------------------------------------------------------

--- Model Summary using torchinfo ---
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
CVAE                                     [1, 9]                    --
├─Sequential: 1-1                        [1, 153]                  47,124
│    └─Linear: 2-1                       [1, 307]                  3,070
├─Sequential: 1-4                        --                        (recursive)
│    └─Sigmoid: 2-2                      [1, 307]                  --
├─Sequential: 1-3                        --                        (recursive)
│    └─Linear: 2-3                       [1, 153]                  47,124
├─Sequential: 1-4                        --                        (recursive)
│    └─Sigmoid: 2-4                      [1, 153]                  --
├─Linear: 1-5                            [1, 1414]                 217,756
├─Linear: 1-6                            [1, 1414]                 217,756
├─Sequential: 1-7                        [1, 9]                    --
│    └─Linear: 2-5                       [1, 153]                  217,872
│    └─Sigmoid: 2-6                      [1, 153]                  --
│    └─Linear: 2-7                       [1, 307]                  47,278
│    └─Sigmoid: 2-8                      [1, 307]                  --
│    └─Linear: 2-9                       [1, 9]                    2,772
==========================================================================================
Total params: 800,752
Trainable params: 800,752
Non-trainable params: 0
Total mult-adds (M): 0.75
==========================================================================================
Input size (MB): 0.00
Forward/backward pass size (MB): 0.03
Params size (MB): 3.01
Estimated Total Size (MB): 3.04
==========================================================================================
